hotel_name,hotel_location,hotel_prices,hotel_rating_number,hotel_review_number,link
诺金酒店,"朝阳区, 北京",CHF 128,9.1,140,https://www.booking.com/hotel/cn/nuo-jin-jiu-dian-nuo-beijing.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=136267017_373937070_2_2_0&highlighted_blocks=136267017_373937070_2_2_0&matching_block_id=136267017_373937070_2_2_0&sr_pri_blocks=136267017_373937070_2_2_0__111936&from=searchresults
"Happy Dragon Alley Hotel-In the city center with big window&free coffe laundry Fluent English speaking,Tourist attractions ticket service&food recommendation,Near Tian Anmen Forbiddencity,Near Lama temple,Easy to walk to NanluoAlley&Shichahai","东城区, 北京",CHF 70,9.0,1522,https://www.booking.com/hotel/cn/dragon-house.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=42687727_392631117_2_2_0&highlighted_blocks=42687727_392631117_2_2_0&matching_block_id=42687727_392631117_2_2_0&sr_pri_blocks=42687727_392631117_2_2_0__61750&from=searchresults
北京商务会馆,"丰台区, 北京",CHF 57,8.0,88,https://www.booking.com/hotel/cn/beijing-commercial-business-hotel.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=50418801_190302736_0_2_0&highlighted_blocks=50418801_190302736_0_2_0&matching_block_id=50418801_190302736_0_2_0&sr_pri_blocks=50418801_190302736_0_2_0__50021&from=searchresults
七巧屋酒店(北京大兴机场线草桥地铁站店),"丰台区, 北京",CHF 46,7.4,61,https://www.booking.com/hotel/cn/qi-qiao-wu-jiu-dian-bei-jing-da-xing-ji-chang-dian-bei-jing-shi.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=1270499804_409653234_2_0_0&highlighted_blocks=1270499804_409653234_2_0_0&matching_block_id=1270499804_409653234_2_0_0&sr_pri_blocks=1270499804_409653234_2_0_0__40800&from=searchresults
JEN北京新国贸饭店-香格里拉集团,"朝阳区, 北京",CHF 153,9.1,496,https://www.booking.com/hotel/cn/xin-guo-mao-fan-dian.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=203995824_134109486_2_34_0&highlighted_blocks=203995824_134109486_2_34_0&matching_block_id=203995824_134109486_2_34_0&sr_pri_blocks=203995824_134109486_2_34_0__134090&from=searchresults
"Happy Dragon Courtyard- Newly renovated with French Windows, Near Tian'AnMen Forbidden City,Lama Temple and Heaven Temple, 3minutes walk from Subway,Fluent English speaking with tourist sights tickets service ,Free coffee &laundry Service","东城区, 北京",CHF 128,9.7,178,https://www.booking.com/hotel/cn/the-classic-courtyard-beijing.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=46784001_401325340_0_1_0_870312&highlighted_blocks=46784001_401325340_0_1_0_870312&matching_block_id=46784001_401325340_0_1_0_870312&sr_pri_blocks=46784001_401325340_0_1_0_870312_112500&from=searchresults
内蒙古大厦,"东城区, 北京",CHF 81,8.7,490,https://www.booking.com/hotel/cn/inner-mongolia-grand-wangfujing.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=29404616_398408991_0_42_0_250732&highlighted_blocks=29404616_398408991_0_42_0_250732&matching_block_id=29404616_398408991_0_42_0_250732&sr_pri_blocks=29404616_398408991_0_42_0_250732_70800&from=searchresults
春天映向酒店(北京王府井南锣鼓巷店),"东城区, 北京",CHF 61,8.6,375,https://www.booking.com/hotel/cn/happy-dragon-city-center-ally.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=564781203_213708967_2_2_0&highlighted_blocks=564781203_213708967_2_2_0&matching_block_id=564781203_213708967_2_2_0&sr_pri_blocks=564781203_213708967_2_2_0__53125&from=searchresults
秋果酒店（北京朝阳门店）,"朝阳区, 北京",CHF 74,8.9,61,https://www.booking.com/hotel/cn/qiu-guo-jiu-dian-bei-jing-zhao-yang-men-dian.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=1197533404_392046046_0_0_0&highlighted_blocks=1197533404_392046046_0_0_0&matching_block_id=1197533404_392046046_0_0_0&sr_pri_blocks=1197533404_392046046_0_0_0__65325&from=searchresults
"Happy Dragon Universal Vacation Hotel - close to Universal Studio and Wanda Plaza,free shuttle to the Resort,Free Coffee,Laundry",北京,CHF 45,8.7,231,https://www.booking.com/hotel/cn/ying-xiang-cheng-jiu-dian-bei-jing-tong-zhou-mo-da-yan-chang-huan-qiu-ying-cheng.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=715103604_346694168_0_1_0_856332&highlighted_blocks=715103604_346694168_0_1_0_856332&matching_block_id=715103604_346694168_0_1_0_856332&sr_pri_blocks=715103604_346694168_0_1_0_856332_39690&from=searchresults
北平小院设计酒店,"东城区, 北京",CHF 114,9.0,56,https://www.booking.com/hotel/cn/peking-yard-hostel.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=42432525_93650429_0_1_0&highlighted_blocks=42432525_93650429_0_1_0&matching_block_id=42432525_93650429_0_1_0&sr_pri_blocks=42432525_93650429_0_1_0__100394&from=searchresults
北京中关村美居酒店,"海淀区, 北京",CHF 99,9.5,2,https://www.booking.com/hotel/cn/mercure-beijing-zhongguancun.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=641073806_258568704_2_2_0&highlighted_blocks=641073806_258568704_2_2_0&matching_block_id=641073806_258568704_2_2_0&sr_pri_blocks=641073806_258568704_2_2_0__87122&from=searchresults
北京前门富力智选假日酒店,"西城区, 北京",CHF 68,8.1,1446,https://www.booking.com/hotel/cn/holiday-inn-express-beijing-temple-of-heaven.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=7686705_244931684_2_1_0&highlighted_blocks=7686705_244931684_2_1_0&matching_block_id=7686705_244931684_2_1_0&sr_pri_blocks=7686705_244931684_2_1_0__59699&from=searchresults
北京望京葉子里酒店,"朝阳区, 北京",CHF 64,8.7,202,https://www.booking.com/hotel/cn/holiday-inn-express-beijing-wangjing.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=27535804_394567402_2_1_0&highlighted_blocks=27535804_394567402_2_1_0&matching_block_id=27535804_394567402_2_1_0&sr_pri_blocks=27535804_394567402_2_1_0__55900&from=searchresults
7天优品·北京丰台南路地铁站物美大卖场店,"丰台区, 北京",CHF 22,1.0,2,https://www.booking.com/hotel/cn/7days-premium-beijing-fengtai-south-road-subway-station-wumei-market-branch.zh-cn.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4AueF3b0GwAIB0gIkMjFkYTVhYTMtZWM5ZC00ZmYyLTkzMDktZjUxN2IxMzVjZTdk2AIF4AIB&sid=e926d54c76bc20f9416c4f573131702a&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-25&checkout=2025-04-26&dest_id=-1898541&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=5dde491d88bf01f5&srepoch=1745663036&all_sr_blocks=644735804_265000299_0_0_0&highlighted_blocks=644735804_265000299_0_0_0&matching_block_id=644735804_265000299_0_0_0&sr_pri_blocks=644735804_265000299_0_0_0__18900&from=searchresults
